"","tpr","fpr","tnr","fnr","thd"
"1",0,0,1,1,1
"2",0.817204301075269,0.124293785310734,0.875706214689266,0.182795698924731,1
"3",0.82258064516129,0.124293785310734,0.875706214689266,0.17741935483871,1
"4",0.827956989247312,0.124293785310734,0.875706214689266,0.172043010752688,1
"5",0.827956989247312,0.129943502824859,0.870056497175141,0.172043010752688,0.999999999999999
"6",0.827956989247312,0.146892655367232,0.853107344632768,0.172043010752688,0.999999999999999
"7",0.844086021505376,0.146892655367232,0.853107344632768,0.155913978494624,0.999999999999999
"8",0.849462365591398,0.146892655367232,0.853107344632768,0.150537634408602,0.999999999999998
"9",0.854838709677419,0.146892655367232,0.853107344632768,0.145161290322581,0.999999999999998
"10",0.860215053763441,0.146892655367232,0.853107344632768,0.139784946236559,0.999999999999998
"11",0.860215053763441,0.152542372881356,0.847457627118644,0.139784946236559,0.999999999999998
"12",0.860215053763441,0.15819209039548,0.84180790960452,0.139784946236559,0.999999999999998
"13",0.860215053763441,0.163841807909605,0.836158192090395,0.139784946236559,0.999999999999997
"14",0.870967741935484,0.163841807909605,0.836158192090395,0.129032258064516,0.999999999999997
"15",0.870967741935484,0.169491525423729,0.830508474576271,0.129032258064516,0.999999999999996
"16",0.876344086021505,0.169491525423729,0.830508474576271,0.123655913978495,0.999999999999994
"17",0.876344086021505,0.175141242937853,0.824858757062147,0.123655913978495,0.999999999999993
"18",0.876344086021505,0.180790960451977,0.819209039548023,0.123655913978495,0.999999999999992
"19",0.876344086021505,0.186440677966102,0.813559322033898,0.123655913978495,0.999999999999989
"20",0.881720430107527,0.186440677966102,0.813559322033898,0.118279569892473,0.999999999999989
"21",0.887096774193548,0.186440677966102,0.813559322033898,0.112903225806452,0.999999999999988
"22",0.887096774193548,0.192090395480226,0.807909604519774,0.112903225806452,0.999999999999985
"23",0.89247311827957,0.192090395480226,0.807909604519774,0.10752688172043,0.999999999999982
"24",0.897849462365591,0.192090395480226,0.807909604519774,0.102150537634409,0.999999999999977
"25",0.903225806451613,0.192090395480226,0.807909604519774,0.0967741935483871,0.999999999999973
"26",0.903225806451613,0.19774011299435,0.80225988700565,0.0967741935483871,0.999999999999971
"27",0.903225806451613,0.231638418079096,0.768361581920904,0.0967741935483871,0.99999999999997
"28",0.908602150537634,0.242937853107345,0.757062146892655,0.0913978494623656,0.999999999999969
"29",0.908602150537634,0.248587570621469,0.751412429378531,0.0913978494623656,0.999999999999969
"30",0.908602150537634,0.254237288135593,0.745762711864407,0.0913978494623656,0.999999999999968
"31",0.908602150537634,0.259887005649718,0.740112994350282,0.0913978494623656,0.999999999999964
"32",0.913978494623656,0.259887005649718,0.740112994350282,0.0860215053763441,0.999999999999963
"33",0.919354838709677,0.259887005649718,0.740112994350282,0.0806451612903226,0.999999999999851
"34",0.93010752688172,0.259887005649718,0.740112994350282,0.0698924731182796,0.999999999999816
"35",0.935483870967742,0.259887005649718,0.740112994350282,0.0645161290322581,0.999999999999659
"36",0.935483870967742,0.265536723163842,0.734463276836158,0.0645161290322581,0.999999999999643
"37",0.935483870967742,0.271186440677966,0.728813559322034,0.0645161290322581,0.999999999999605
"38",0.935483870967742,0.27683615819209,0.72316384180791,0.0645161290322581,0.999999999999601
"39",0.935483870967742,0.31638418079096,0.68361581920904,0.0645161290322581,0.999999999999519
"40",0.940860215053763,0.31638418079096,0.68361581920904,0.0591397849462366,0.999999999999471
"41",0.940860215053763,0.322033898305085,0.677966101694915,0.0591397849462366,0.999999999999208
"42",0.940860215053763,0.327683615819209,0.672316384180791,0.0591397849462366,0.999999999998133
"43",0.940860215053763,0.333333333333333,0.666666666666667,0.0591397849462366,0.999999999993537
"44",0.940860215053763,0.338983050847458,0.661016949152542,0.0591397849462366,0.999999999987122
"45",0.940860215053763,0.344632768361582,0.655367231638418,0.0591397849462366,0.999999999985965
"46",0.940860215053763,0.350282485875706,0.649717514124294,0.0591397849462366,0.999999999981785
"47",0.940860215053763,0.355932203389831,0.644067796610169,0.0591397849462366,0.999999999964438
"48",0.940860215053763,0.361581920903955,0.638418079096045,0.0591397849462366,0.999999999892093
"49",0.940860215053763,0.367231638418079,0.632768361581921,0.0591397849462366,0.999999999887439
"50",0.940860215053763,0.372881355932203,0.627118644067797,0.0591397849462366,0.999999999844002
"51",0.940860215053763,0.378531073446328,0.621468926553672,0.0591397849462366,0.999999999725837
"52",0.940860215053763,0.384180790960452,0.615819209039548,0.0591397849462366,0.999999999724469
"53",0.940860215053763,0.389830508474576,0.610169491525424,0.0591397849462366,0.999999999480849
"54",0.940860215053763,0.395480225988701,0.604519774011299,0.0591397849462366,0.999999999271333
"55",0.940860215053763,0.401129943502825,0.598870056497175,0.0591397849462366,0.999999998847606
"56",0.940860215053763,0.406779661016949,0.593220338983051,0.0591397849462366,0.999999998639625
"57",0.940860215053763,0.412429378531073,0.587570621468927,0.0591397849462366,0.99999999860905
"58",0.940860215053763,0.418079096045198,0.581920903954802,0.0591397849462366,0.999999997877816
"59",0.946236559139785,0.418079096045198,0.581920903954802,0.0537634408602151,0.999999994344535
"60",0.951612903225806,0.418079096045198,0.581920903954802,0.0483870967741935,0.999999994307949
"61",0.951612903225806,0.423728813559322,0.576271186440678,0.0483870967741935,0.999999993288322
"62",0.951612903225806,0.429378531073446,0.570621468926554,0.0483870967741935,0.999999977290593
"63",0.951612903225806,0.435028248587571,0.564971751412429,0.0483870967741935,0.999999955520925
"64",0.951612903225806,0.440677966101695,0.559322033898305,0.0483870967741935,0.999997965970791
